user_id,age,daily_screen_time_hours,social_media_hours,sleep_hours,exercise_minutes,study_work_hours,productivity_score,stress_level,platform,productivity_hours
325,18,7.48,0.94,6.56,35,4.63,86.13,High,YouTube,11.51470588235294
326,27,2.53,6.8,7.03,66,9.14,80.85,High,Instagram,31.956521739130434
327,41,1.04,7.57,6.87,82,6.03,75.38,Medium,YouTube,72.48076923076923
328,31,3.7,5.57,8.18,41,6.11,5.69,Low,LinkedIn,1.537837837837838
329,37,8.75,2.1,4.31,90,4.3,78.38,Low,Twitter,8.957714285714285
330,44,2.09,3.2,6.82,66,4.1,20.86,Medium,YouTube,9.98086124401914
331,29,11.0,4.08,3.61,97,9.89,3.57,High,Snapchat,0.3245454545454545
332,43,3.37,5.03,6.29,68,6.61,49.7,High,Instagram,14.747774480712167
333,20,3.25,5.51,6.5,48,8.43,94.29,Medium,YouTube,29.012307692307694
334,45,3.0,4.66,4.3,36,5.03,88.76,Low,Snapchat,29.58666666666667
335,20,1.15,3.13,5.35,45,2.73,98.22,High,Snapchat,85.40869565217392
336,27,9.49,7.18,7.96,79,3.92,25.41,Medium,LinkedIn,2.6775553213909378
337,31,10.63,1.11,3.89,55,4.12,69.84,High,YouTube,6.57008466603951
338,41,7.76,4,5.61,118,6.08,6.53,Low,LinkedIn,0.8414948453608248
339,41,3.07,6.32,8.6,62,2.39,80.54,High,Instagram,26.23452768729642
340,36,4.14,0.96,6.02,77,4.48,52.85,Low,Twitter,12.76570048309179
341,48,6.24,5.79,7.35,29,1.91,99.63,High,Snapchat,15.966346153846153
342,45,11.5,6.65,7.96,95,5.47,24.76,Medium,YouTube,2.15304347826087
343,38,3.72,5.46,4.22,62,9.53,78.68,Low,Instagram,21.150537634408604
344,25,9.05,0.6,4.31,114,4.05,17.92,High,YouTube,1.9801104972375692
345,20,5.83,1.85,7.55,108,1.45,29.43,Low,Snapchat,5.048027444253859
346,49,4.28,3.07,7.52,75,6.48,30.26,Medium,Twitter,7.070093457943925
347,46,6.02,2.25,3.36,90,6.71,58.21,High,Instagram,9.669435215946844
348,25,1.78,7.72,4.93,25,5.32,37.15,Medium,Snapchat,20.870786516853933
349,34,9.79,5.39,5.39,111,4.57,44.43,Low,Instagram,4.538304392236977
350,47,3.68,2.73,7.97,92,9.03,52.66,High,YouTube,14.30978260869565
351,16,8.98,7.47,5.53,22,9.45,6.57,Medium,Snapchat,0.7316258351893096
352,20,1.75,6.05,8.56,112,7.06,66.87,Low,Snapchat,38.21142857142858
353,19,11.51,2.63,8.98,85,5.51,65.28,High,Snapchat,5.671589921807125
354,31,3.12,3.34,7.68,19,1.61,96.52,Medium,Twitter,30.935897435897434
355,39,10.71,2,7.0,101,3.71,14.21,Low,Snapchat,1.326797385620915
356,31,9.9,7.78,5.35,45,3.57,4.07,High,Instagram,0.41111111111111115
357,17,11.65,4.38,3.4,79,1.52,14.19,Medium,Snapchat,1.2180257510729613
358,43,6.26,7.22,6.44,30,8.59,42.82,High,Twitter,6.840255591054313
359,47,9.0,3.1,5.17,66,8.8,22.18,High,Twitter,2.464444444444444
360,42,5.08,6.96,5.11,20,9.21,22.42,Medium,YouTube,4.413385826771654
361,35,3.03,0.9,7.13,50,7.68,87.07,High,Instagram,28.735973597359735
362,39,5.87,7.87,5.78,38,7.39,33.06,Medium,LinkedIn,5.632027257240205
363,27,2.82,7.34,7.51,62,5.3,42.26,High,Instagram,14.98581560283688
364,48,11.8,3.22,5.39,68,8.72,68.73,Low,LinkedIn,5.824576271186441
365,48,2.06,6.31,3.91,19,5.59,34.65,Medium,Instagram,16.820388349514563
366,27,7.48,6.14,5.77,118,1.27,55.88,Medium,Snapchat,7.470588235294118
367,18,7.89,7.26,8.71,22,6.26,52.76,Low,LinkedIn,6.686945500633714
368,16,6.92,2.8,7.81,95,4.51,26.89,Medium,Instagram,3.8858381502890174
369,48,8.28,3.99,4.23,41,5.69,71.99,High,YouTube,8.694444444444445
370,25,2.28,6.99,5.35,72,4.97,83.58,Medium,Twitter,36.65789473684211
371,44,7.11,6.34,8.57,2,5.47,78.56,High,Instagram,11.049226441631506
372,28,4.16,3.45,3.74,26,1.98,40.13,High,Instagram,9.646634615384615
373,27,11.34,6.84,4.52,90,1.13,93.36,Medium,Twitter,8.232804232804233
374,46,9.38,0.85,4.57,73,4.06,90.0,Medium,LinkedIn,9.594882729211086
375,17,11.7,6.37,6.43,79,3.29,27.42,Medium,LinkedIn,2.3435897435897437
376,38,1.41,2.05,5.46,23,3.25,13.27,Low,Snapchat,9.411347517730496
377,32,4.14,2.65,3.48,86,9.43,89.49,Medium,Snapchat,21.615942028985508
378,41,3.15,4.2,6.78,8,8.37,74.74,Medium,Snapchat,23.726984126984124
379,23,1.12,3.87,3.59,1,1.12,31.79,High,YouTube,28.38392857142857
380,44,3.67,4.4,6.64,5,1.08,31.18,Medium,Twitter,8.49591280653951
381,41,8.47,4.59,6.04,100,7.99,32.89,Low,LinkedIn,3.883116883116883
382,25,3.54,2.99,5.96,98,9.86,86.27,High,YouTube,24.37005649717514
383,41,6.6,1.81,3.4,70,5.19,24.78,High,Snapchat,3.754545454545455
384,49,10.77,6.26,6.84,78,4.9,65.46,Medium,Twitter,6.077994428969359
385,22,8.63,3.5,5.59,20,3.48,83.61,High,Snapchat,9.688296639629199
386,19,5.34,4.29,5.47,101,7.0,39.35,High,Instagram,7.368913857677903
387,26,5.1,5.34,6.58,99,5.24,7.09,Medium,Snapchat,1.3901960784313727
388,44,6.01,7.32,6.64,86,2.51,76.13,Medium,Twitter,12.667221297836939
389,40,2.95,5.81,3.09,28,5.33,2.97,Low,LinkedIn,1.0067796610169493
390,36,7.97,0.84,3.75,12,4.39,83.26,Low,Twitter,10.44667503136763
391,25,5.01,6.79,4.42,118,9.01,36.73,Medium,LinkedIn,7.331337325349301
392,24,10.38,7.92,7.07,68,7.94,80.33,High,Twitter,7.738921001926782
393,39,9.32,4.04,6.46,110,7.31,54.99,Low,Twitter,5.900214592274678
394,33,7.72,7.77,7.55,102,3.94,36.56,Low,LinkedIn,4.735751295336788
395,47,5.01,4.6,7.44,102,2.26,90.03,Medium,Instagram,17.97005988023952
396,39,3.31,3.95,8.12,41,8.78,76.94,High,Twitter,23.244712990936556
397,38,9.54,2.99,5.26,108,4.08,8.99,Low,Twitter,0.9423480083857444
398,47,6.35,5.43,5.07,119,6.34,93.13,Medium,YouTube,14.666141732283466
399,27,3.47,2.22,7.99,106,6.32,47.23,Medium,Snapchat,13.610951008645532
400,28,3.15,1.29,4.43,0,9.35,15.75,High,YouTube,5.0
401,38,2.82,0.7,5.77,19,2.55,77.35,Medium,Twitter,27.429078014184398
402,40,9.55,2.69,4.17,42,7.94,52.24,Medium,Twitter,5.470157068062827
403,45,3.52,3.47,8.48,0,5.16,67.6,Medium,Twitter,19.204545454545453
404,32,6.79,4.64,5.45,98,2.57,69.71,Low,Instagram,10.266568483063327
405,35,5.97,2.7,4.27,39,8.52,20.52,High,YouTube,3.4371859296482414
406,40,7.38,7.88,7.15,108,8.38,97.12,Medium,Snapchat,13.15989159891599
407,37,10.65,2.69,4.47,6,1.36,11.45,Medium,Instagram,1.0751173708920188
408,28,10.55,3.81,8.66,34,7.38,60.97,High,LinkedIn,5.7791469194312794
409,34,5.96,1.27,5.21,51,2.38,15.49,Low,Twitter,2.598993288590604
410,27,1.17,2.45,6.99,33,6.49,87.85,High,Instagram,75.08547008547009
411,34,5.69,0.86,5.07,49,6.79,18.15,Low,LinkedIn,3.189806678383128
412,27,7.67,4.7,7.84,68,6.99,44.66,Medium,Twitter,5.822685788787483
413,24,7.14,6.13,8.38,28,2.08,9.6,High,Instagram,1.3445378151260505
414,22,8.16,1.97,7.73,113,6.38,45.36,Low,Twitter,5.5588235294117645
415,43,2.69,3.26,8.09,111,1.9,1.4,High,YouTube,0.5204460966542751
416,29,8.11,0.62,3.61,90,7.71,44.9,Medium,Twitter,5.536374845869298
417,46,3.01,6.8,8.54,70,1.57,69.1,Low,Snapchat,22.956810631229235
418,34,9.26,6.35,6.75,0,7.82,19.1,Medium,Snapchat,2.062634989200864
419,31,4.73,0.97,8.22,72,8.95,55.75,High,Twitter,11.786469344608879
420,20,8.81,3.24,7.11,110,3.69,47.96,Medium,Instagram,5.443813847900113
421,27,1.53,7.66,4.21,57,8.0,34.16,High,LinkedIn,22.326797385620914
422,40,5.49,3.44,6.66,64,4.76,67.41,High,LinkedIn,12.278688524590162
423,36,8.76,4.45,3.55,90,8.18,99.52,Medium,Snapchat,11.360730593607306
424,38,3.5,3.16,7.17,16,7.18,93.84,Low,Snapchat,26.81142857142857
425,31,9.75,4.97,5.45,61,3.6,97.04,High,Instagram,9.952820512820514
426,29,7.94,7.84,3.91,95,2.74,3.0,High,YouTube,0.3778337531486146
427,46,7.46,7.98,8.88,104,9.23,26.38,Low,Snapchat,3.5361930294906165
428,20,4.89,6.31,8.41,118,8.55,92.35,Low,Snapchat,18.88548057259714
429,38,6.31,3.53,8.36,93,6.94,5.78,Low,Twitter,0.9160063391442156
430,44,7.57,4.21,7.73,78,4.14,37.12,Medium,YouTube,4.903566710700131
431,26,6.2,3.18,7.15,41,5.59,65.57,Low,YouTube,10.575806451612902
432,33,8.68,7.89,6.93,27,6.02,98.32,High,Snapchat,11.327188940092165
433,27,5.77,5.81,3.64,115,1.77,28.3,High,Twitter,4.904679376083189
434,24,3.23,3.87,8.4,2,9.75,76.65,Medium,Instagram,23.730650154798763
435,25,3.35,0.59,8.29,91,1.83,66.38,Medium,LinkedIn,19.814925373134326
436,32,1.06,4.4,7.49,4,7.5,61.73,High,Snapchat,58.23584905660377
437,22,4.31,7.88,8.56,65,5.44,74.55,High,LinkedIn,17.296983758700698
438,28,9.24,4.42,6.32,53,7.84,26.14,High,LinkedIn,2.829004329004329
439,24,9.74,1.87,5.69,37,3.35,34.53,Medium,LinkedIn,3.5451745379876796
440,42,3.23,0.67,8.81,79,4.56,56.49,High,Snapchat,17.489164086687307
441,17,11.55,3.16,5.78,43,5.73,44.46,High,Instagram,3.849350649350649
442,20,6.53,7.39,6.85,80,2.09,72.48,Medium,YouTube,11.099540581929556
443,44,11.09,7.97,5.24,75,8.67,80.26,High,Twitter,7.237150586113616
444,34,8.77,7.59,6.82,89,9.92,53.27,High,YouTube,6.07411630558723
445,23,8.95,5.97,7.32,56,4.76,40.0,Low,Twitter,4.46927374301676
446,16,1.94,4.69,6.75,112,4.39,91.27,High,YouTube,47.04639175257732
447,37,3.42,4.93,6.09,117,6.35,75.24,Low,Snapchat,22.0
448,32,1.1,4.54,4.8,70,7.2,67.65,Medium,Snapchat,61.5
449,22,8.88,5.8,6.86,23,8.82,6.67,Medium,LinkedIn,0.7511261261261261
450,40,4.79,3.64,8.45,79,4.36,53.26,Low,Twitter,11.118997912317328
451,19,9.65,5.52,3.04,81,7.88,13.03,High,Instagram,1.3502590673575128
452,21,4.73,1.41,3.8,58,3.16,66.39,Low,Snapchat,14.035940803382664
453,46,10.01,2.49,3.72,7,7.12,30.66,Medium,Twitter,3.062937062937063
454,34,2.44,6.77,8.54,90,5.2,74.11,High,Snapchat,30.37295081967213
455,42,2.91,7.28,6.98,89,6.96,78.04,High,Instagram,26.81786941580756
456,25,4.75,4.54,8.71,94,4.42,30.74,Medium,Twitter,6.471578947368421
457,41,5.49,0.74,6.5,81,3.65,97.65,Low,LinkedIn,17.78688524590164
458,34,4.84,7.45,5.77,1,5.37,52.15,Low,Twitter,10.774793388429751
459,18,9.4,5.77,7.75,40,9.06,22.57,Medium,Instagram,2.4010638297872338
460,28,2.07,3.61,3.97,86,7.07,77.74,High,LinkedIn,37.55555555555556
461,43,4.86,4.99,5.29,55,6.5,76.31,Medium,Snapchat,15.701646090534979
462,35,10.21,3.72,5.8,47,7.48,41.98,High,LinkedIn,4.111655239960822
463,43,1.73,3.99,4.79,112,7.56,66.2,Low,Snapchat,38.26589595375723
464,23,11.37,7.15,5.23,105,3.65,3.15,Low,Instagram,0.2770448548812665
465,16,11.85,1.71,3.47,21,3.09,29.83,Low,YouTube,2.5172995780590717
466,18,1.97,1.28,4.19,96,5.58,88.27,Low,YouTube,44.80710659898477
467,28,4.2,0.52,5.01,116,2.33,23.98,Medium,Instagram,5.70952380952381
468,43,5.1,2.86,7.78,17,5.27,90.65,Low,Snapchat,17.77450980392157
469,40,9.54,1.61,4.09,78,7.24,58.41,Medium,LinkedIn,6.122641509433962
470,48,7.56,2.15,5.08,40,1.07,90.39,Medium,Snapchat,11.956349206349207
471,21,8.09,0.58,3.39,66,2.0,13.96,Medium,YouTube,1.7255871446229916
472,47,9.33,2.2,6.34,47,9.66,46.93,High,LinkedIn,5.030010718113612
473,36,2.3,3,6.67,22,9.35,30.35,Low,Twitter,13.195652173913045
474,31,10.17,0.74,8.19,110,4.76,88.81,High,YouTube,8.732546705998034
475,36,8.76,5.06,7.91,1,6.31,34.81,High,Instagram,3.973744292237443
476,26,7.35,4.77,4.71,105,2.4,59.26,Medium,LinkedIn,8.062585034013605
477,34,10.79,1.23,3.82,3,3.98,82.94,Low,Snapchat,7.686746987951808
478,35,8.7,4.96,3.94,25,8.14,23.67,Medium,Twitter,2.7206896551724142
479,33,3.22,7.99,8.81,18,8.7,5.53,Low,YouTube,1.7173913043478262
480,29,5.73,7.58,7.04,48,4.65,49.92,High,LinkedIn,8.712041884816754
481,30,6.43,0.52,3.26,73,3.8,68.68,High,YouTube,10.681181959564542
482,46,1.61,6.47,3.82,85,7.14,72.21,Medium,Instagram,44.85093167701863
483,16,11.5,3.15,5.91,52,7.46,42.3,Low,YouTube,3.678260869565217
484,18,2.41,0.98,4.25,5,9.85,8.78,Medium,Snapchat,3.643153526970954
485,31,8.67,2.72,7.82,61,7.28,40.91,Medium,Snapchat,4.718569780853517
486,38,6.57,2.91,6.44,0,3.16,13.08,High,Instagram,1.9908675799086757
487,26,1.28,4.42,6.68,106,1.54,8.15,Medium,Instagram,6.3671875
488,27,11.17,5.46,5.78,15,3.32,31.04,Medium,Twitter,2.7788719785138762
489,25,10.37,6.12,4.54,119,3.04,77.94,Low,LinkedIn,7.515911282545805
490,47,6.77,2.34,6.54,51,1.84,77.07,Low,YouTube,11.384047267355982
491,31,3.52,2.91,7.3,6,5.0,61.2,Low,Instagram,17.386363636363637
492,23,2.34,2.81,5.23,87,3.59,82.8,Medium,LinkedIn,35.38461538461539
493,27,5.0,3.22,6.03,34,9.33,50.58,Low,Instagram,10.116
494,39,3.81,8,8.04,77,4.64,25.1,Medium,Instagram,6.587926509186352
495,43,6.57,6.33,3.89,67,8.89,57.43,Low,Twitter,8.74124809741248
496,23,11.63,7.81,6.27,104,3.76,92.4,Low,Snapchat,7.944969905417025
497,43,7.32,5.7,5.09,14,8.48,4.58,Low,LinkedIn,0.6256830601092896
498,41,10.79,3.55,7.22,107,5.09,96.52,Medium,Twitter,8.945319740500464
499,23,8.16,3.42,3.11,56,1.29,74.69,High,Snapchat,9.153186274509803
500,43,6.23,4.16,7.02,111,5.38,68.94,High,Instagram,11.06581059390048
501,43,10.4,3.63,3.62,22,3.04,61.77,Medium,Twitter,5.939423076923077
502,42,6.19,6.71,3.39,82,3.77,26.52,Medium,Snapchat,4.284329563812601
503,32,10.55,3.99,7.35,77,7.16,88.69,High,Snapchat,8.406635071090047
504,24,4.21,2.72,6.84,90,5.77,97.17,Medium,Twitter,23.080760095011875
505,48,2.42,6.31,8.37,99,9.0,92.49,Low,YouTube,38.21900826446281
506,35,10.41,6.91,6.12,118,9.42,11.77,High,Twitter,1.1306436119116234
507,28,7.46,3.65,6.18,101,7.22,73.91,Medium,Instagram,9.907506702412869
508,43,10.78,5.51,7.24,85,8.77,56.11,Medium,YouTube,5.205009276437848
509,44,11.32,0.94,4.94,10,2.76,79.05,High,Twitter,6.98321554770318
510,28,1.59,4.47,3.22,3,1.71,35.88,Medium,Snapchat,22.566037735849058
511,21,6.51,0.84,4.38,57,4.0,95.74,High,LinkedIn,14.706605222734254
512,33,5.12,0.72,4.43,95,3.93,31.95,Medium,Twitter,6.240234375
513,20,7.88,5.1,5.01,39,6.99,74.06,Medium,Snapchat,9.398477157360407
514,40,9.73,2.78,8.66,104,8.56,50.88,High,Twitter,5.229188078108941
515,17,4.09,6.07,7.83,57,3.67,62.07,High,Instagram,15.176039119804402
516,25,7.12,7.22,8.62,118,4.82,12.45,Low,Instagram,1.7485955056179774
517,45,8.8,1.55,8.99,87,1.94,61.47,Medium,Snapchat,6.985227272727272
518,20,2.48,5.93,5.6,97,4.71,56.79,Medium,Snapchat,22.899193548387096
519,48,9.95,4.36,4.36,115,2.93,72.17,High,YouTube,7.253266331658292
520,16,7.67,1.34,6.36,66,4.44,29.48,Low,Instagram,3.8435462842242503
521,33,11.44,5.39,8.29,37,3.4,83.4,High,LinkedIn,7.290209790209791
522,47,4.73,5.07,5.79,1,8.28,94.58,Medium,Instagram,19.995771670190273
523,26,2.19,4.37,6.03,86,1.04,88.32,High,Instagram,40.32876712328767
524,36,6.57,7.45,3.81,39,4.05,39.74,Medium,LinkedIn,6.048706240487062
525,41,1.94,4.41,5.52,83,9.72,76.46,Medium,Instagram,39.41237113402062
526,40,11.66,7.93,5.32,55,7.11,37.14,High,Twitter,3.1852487135506005
527,37,1.43,4.32,5.11,71,7.95,86.45,Medium,Twitter,60.45454545454546
528,42,9.29,1.37,8.32,34,8.74,38.16,Medium,Instagram,4.107642626480086
529,28,6.78,4.03,3.36,48,4.26,19.42,Low,Instagram,2.864306784660767
530,48,5.05,1.87,8.83,106,1.59,49.42,Low,LinkedIn,9.786138613861386
531,49,1.72,4.98,3.05,66,4.7,14.37,Medium,Instagram,8.354651162790697
532,16,7.84,5.7,8.67,95,6.87,59.11,Medium,Snapchat,7.5395408163265305
533,36,7.44,4.01,6.29,94,4.34,58.08,Medium,Twitter,7.806451612903225
534,21,4.09,1.23,7.21,43,5.03,49.59,Low,Instagram,12.124694376528119
535,43,11.01,4.01,4.12,109,8.43,60.77,Medium,Snapchat,5.51952770208901
536,32,4.35,1.11,6.93,30,1.33,97.56,Low,Instagram,22.427586206896553
537,20,5.95,5.62,8.29,64,4.01,38.94,Low,YouTube,6.54453781512605
538,46,6.98,6.43,3.84,75,5.4,42.85,Medium,Snapchat,6.1389684813753576
539,20,2.1,7.72,3.76,17,3.69,28.13,Low,Twitter,13.395238095238094
540,18,11.25,1.62,4.82,87,5.01,19.26,Medium,Twitter,1.7120000000000002
541,38,5.12,4.49,3.97,35,4.62,29.63,High,YouTube,5.787109375
542,25,1.89,4.76,3.66,61,9.32,22.05,High,Snapchat,11.666666666666668
543,25,5.26,7.42,7.07,28,5.44,43.81,High,Snapchat,8.328897338403042
544,34,7.6,5.2,4.28,88,5.29,24.1,High,LinkedIn,3.171052631578948
545,32,6.65,1.59,7.0,22,3.29,52.22,Medium,Instagram,7.852631578947368
546,36,8.64,3.77,8.17,2,1.42,29.34,High,Snapchat,3.395833333333333
547,29,1.61,5.41,6.91,29,3.7,43.04,Medium,LinkedIn,26.732919254658384
548,24,4.13,5.75,3.72,80,1.24,13.8,Medium,YouTube,3.341404358353511
549,16,10.01,6.97,6.44,44,8.44,17.23,Medium,YouTube,1.7212787212787213
550,28,1.88,1.85,5.36,48,2.84,61.8,Medium,YouTube,32.87234042553192
551,19,10.41,7.64,5.06,93,9.2,56.97,Medium,LinkedIn,5.4726224783861666
552,16,2.01,0.94,4.91,112,8.97,17.95,Low,Twitter,8.930348258706468
553,47,10.18,7.88,8.58,18,6.98,30.19,High,YouTube,2.965618860510806
554,49,4.97,6.93,7.46,63,8.76,22.93,Low,LinkedIn,4.613682092555332
555,43,7.73,5.45,3.8,4,8.9,79.95,Low,LinkedIn,10.342820181112549
556,46,2.68,6.01,5.86,103,7.99,37.12,High,Instagram,13.850746268656714
557,23,1.73,1.05,4.91,55,5.57,41.19,Medium,YouTube,23.809248554913292
558,41,3.38,0.81,8.87,33,9.55,66.82,Medium,Twitter,19.769230769230766
559,49,2.41,1.26,8.87,72,8.36,33.23,High,LinkedIn,13.788381742738586
560,18,4.44,1.16,4.92,102,2.14,38.4,High,Twitter,8.648648648648647
561,27,6.66,4.61,5.11,47,4.78,79.99,High,Twitter,12.01051051051051
562,16,7.48,2.12,6.6,107,5.86,79.66,Low,YouTube,10.649732620320854
563,20,9.69,6.95,5.88,25,5.76,60.85,Low,YouTube,6.279669762641899
564,45,8.22,3.84,4.28,116,4.42,56.34,High,Instagram,6.854014598540146
565,45,7.7,5.72,6.96,4,5.78,18.92,High,Twitter,2.4571428571428573
566,32,5.53,5.4,5.0,87,1.84,47.85,High,Twitter,8.652802893309222
567,38,6.21,2.9,6.92,30,6.9,28.16,High,LinkedIn,4.534621578099839
568,30,5.56,2.32,5.3,23,5.48,73.25,Low,LinkedIn,13.174460431654678
569,36,10.26,3.07,7.2,84,8.09,63.17,High,LinkedIn,6.15692007797271
570,29,3.53,6.47,7.01,21,7.24,38.39,High,Twitter,10.875354107648725
571,17,1.06,4.9,6.05,101,2.01,53.97,High,Instagram,50.91509433962264
572,26,8.16,2.4,7.23,21,4.16,42.69,High,Snapchat,5.231617647058823
573,49,3.23,6.63,5.77,84,7.63,15.5,Medium,LinkedIn,4.798761609907121
574,49,10.79,0.91,3.7,56,4.03,78.3,Medium,Snapchat,7.256719184430028
575,33,10.45,5.74,4.09,29,6.1,89.93,High,Instagram,8.60574162679426
576,45,1.84,3.79,4.48,112,9.65,93.1,Low,Twitter,50.597826086956516
577,30,2.17,5.98,3.38,46,1.72,79.13,Medium,Snapchat,36.465437788018434
578,42,6.45,7.46,7.27,73,2.71,82.34,Low,YouTube,12.765891472868217
579,49,7.7,6.13,5.2,66,5.33,6.52,Medium,Twitter,0.8467532467532467
580,48,4.02,3.81,3.56,38,7.65,78.41,Medium,YouTube,19.50497512437811
581,39,8.88,1.63,7.92,92,3.97,31.04,High,Instagram,3.495495495495495
582,30,7.54,6.55,7.1,88,2.06,14.64,High,Snapchat,1.9416445623342176
583,45,4.57,3.96,5.71,65,3.84,52.67,High,Snapchat,11.525164113785557
584,32,1.28,1.06,4.48,76,6.8,57.47,Low,Instagram,44.8984375
585,20,9.25,5.89,3.91,90,8.13,49.0,Low,Instagram,5.297297297297297
586,44,3.36,2.69,5.75,28,9.79,65.63,Low,Twitter,19.532738095238095
587,19,10.18,0.87,8.31,13,7.85,71.71,High,Instagram,7.044204322200392
588,25,5.62,7.27,4.13,3,5.43,14.57,Medium,LinkedIn,2.592526690391459
589,32,7.35,4.12,6.41,71,3.63,62.08,Medium,YouTube,8.44625850340136
590,25,10.6,2.61,8.77,4,9.35,6.39,Medium,Instagram,0.6028301886792453
591,32,10.5,5.87,6.82,43,5.81,45.43,High,LinkedIn,4.326666666666666
592,35,5.09,7.14,5.64,90,7.2,10.9,Medium,Snapchat,2.1414538310412574
593,39,3.3,0.5,7.3,23,5.25,45.51,Medium,Instagram,13.790909090909091
594,20,9.53,5.66,7.95,107,3.18,18.37,Low,YouTube,1.9275970619097589
595,49,5.76,6.25,6.54,106,5.92,73.71,Low,YouTube,12.796875
596,21,3.11,2.07,8.23,97,8.56,90.06,High,Twitter,28.958199356913184
597,17,10.95,4.17,6.09,27,4.45,17.78,Medium,Snapchat,1.6237442922374432
598,28,3.18,1.17,7.98,23,7.02,73.93,High,Snapchat,23.248427672955977
599,26,1.28,6.1,8.71,117,1.38,15.47,Low,YouTube,12.0859375
600,38,1.22,6.86,6.01,4,9.43,43.94,Medium,LinkedIn,36.01639344262295
601,31,7.85,1.31,6.63,12,9.73,62.93,Medium,YouTube,8.016560509554141
602,46,8.28,6.62,6.66,81,4.48,54.23,Low,Instagram,6.549516908212561
603,26,4.42,6.29,7.69,54,5.49,6.66,Medium,Twitter,1.506787330316742
604,31,4.52,3.1,7.94,80,2.45,36.9,High,Instagram,8.163716814159292
605,23,4.73,5.68,3.16,29,2.77,47.55,Medium,Snapchat,10.052854122621563
606,19,8.48,0.5,7.4,101,6.42,39.75,Low,Instagram,4.6875
607,19,1.64,7.49,7.7,82,6.64,66.88,Low,Snapchat,40.78048780487805
608,40,11.22,4.63,7.2,85,4.07,88.93,High,Twitter,7.92602495543672
609,18,3.45,5.15,7.28,48,4.37,67.1,High,Snapchat,19.449275362318836
610,47,12.0,5.48,3.25,112,5.56,59.41,Low,Twitter,4.950833333333333
611,18,2.89,4.71,5.65,81,9.46,15.76,High,LinkedIn,5.453287197231834
612,42,9.49,6.93,7.91,89,2.35,35.54,Low,LinkedIn,3.744994731296101
613,44,3.46,5.07,8.6,14,5.96,55.28,High,Twitter,15.976878612716764
614,47,1.89,7.31,4.38,118,1.52,93.47,Low,YouTube,49.455026455026456
615,34,10.62,4.87,6.48,91,5.13,31.17,High,Twitter,2.935028248587571
616,36,10.45,1.78,7.83,29,4.57,34.46,High,Snapchat,3.2976076555023925
617,20,5.44,7.35,7.51,27,2.48,59.37,High,LinkedIn,10.91360294117647
618,33,8.73,5.61,6.71,83,2.48,90.07,High,LinkedIn,10.31729667812142
619,43,7.13,5.74,3.11,3,5.05,54.78,Medium,Twitter,7.683029453015428
620,37,10.38,7.89,7.34,67,2.14,18.27,Low,YouTube,1.760115606936416
621,36,4.47,1.06,7.64,100,3.65,8.47,Low,Twitter,1.894854586129754
622,21,6.76,3.71,7.34,14,1.64,89.01,Medium,Snapchat,13.167159763313611
623,16,6.34,2.29,7.59,33,3.68,67.32,High,Snapchat,10.618296529968454
624,20,4.89,5.23,5.59,74,5.8,22.83,High,Instagram,4.668711656441718
625,27,10.81,6.55,8.96,86,7.69,72.73,Low,YouTube,6.728029602220166
626,41,2.82,7.75,7.62,98,8.47,72.24,Low,LinkedIn,25.617021276595743
627,49,2.64,3.91,6.47,42,4.04,77.44,Low,Snapchat,29.333333333333332
628,29,7.35,6.4,8.61,98,9.45,89.33,Medium,Snapchat,12.15374149659864
629,41,8.23,7.38,8.45,74,3.17,16.05,Low,YouTube,1.9501822600243013
630,42,3.14,5.62,7.89,60,1.73,95.72,Medium,Twitter,30.484076433121018
631,24,5.3,2.32,6.38,62,9.33,99.85,Medium,Instagram,18.839622641509433
632,41,11.41,5.06,6.16,1,5.86,2.43,Low,Snapchat,0.21297107800175286
633,37,3.71,7.77,4.97,117,4.16,10.04,Low,Instagram,2.7061994609164417
634,45,8.35,7.91,4.51,51,9.08,43.96,Low,LinkedIn,5.264670658682635
635,32,9.14,5.32,6.07,51,7.98,4.41,High,Instagram,0.4824945295404814
636,41,5.93,7.15,6.47,14,8.49,73.75,High,Snapchat,12.436762225969646
637,16,11.31,2,4.47,39,3.63,65.42,High,Twitter,5.784261715296198
638,23,9.1,2.35,8.54,27,8.86,77.81,Low,Snapchat,8.55054945054945
639,30,6.04,7.65,6.34,94,6.85,99.84,Medium,LinkedIn,16.52980132450331
640,37,7.26,1.51,6.16,95,7.64,93.41,Medium,Instagram,12.866391184573002
641,29,8.62,1.93,5.61,97,3.81,30.69,High,Twitter,3.5603248259860796
642,41,7.51,3.65,3.35,54,3.21,40.25,Medium,Twitter,5.359520639147803
643,43,10.67,4.92,8.29,49,4.67,77.82,High,Instagram,7.293345829428303
644,38,4.93,5.03,4.9,21,6.18,39.43,Medium,Instagram,7.9979716024340775
645,29,4.3,2.69,6.85,28,6.99,70.16,Low,Instagram,16.316279069767443
646,39,3.35,7.4,6.64,116,5.48,91.94,Low,LinkedIn,27.444776119402984
647,17,1.42,7.36,6.51,71,7.29,41.18,Medium,Twitter,29.0
648,41,1.47,3.44,6.15,85,7.37,56.49,High,Snapchat,38.42857142857143
649,29,10.57,3.76,4.09,11,6.99,84.3,Low,LinkedIn,7.975402081362346
650,22,8.46,5.77,4.68,86,3.26,48.29,Medium,Instagram,5.708037825059101
