user_id,age,daily_screen_time_hours,social_media_hours,sleep_hours,exercise_minutes,study_work_hours,productivity_score,stress_level,platform,prouductivity_score_hours,productivity_score_hours
273,40,2.54,1.16,4.04,15,4.1,72.36,Low,YouTube,17.648780487804878,17.648780487804878
274,39,4.83,6.96,3.73,85,1.16,37.39,Low,LinkedIn,32.23275862068966,32.23275862068966
275,28,5.29,6.45,7.7,117,1.87,74.91,Medium,LinkedIn,40.05882352941176,40.05882352941176
276,22,6.62,2.87,8.06,27,4.18,75.31,High,Twitter,18.016746411483254,18.016746411483254
277,35,11.22,3.16,7.01,31,9.58,98.43,Low,Instagram,10.274530271398747,10.274530271398747
278,16,10.62,0.85,3.95,70,2.39,55.05,Medium,Snapchat,23.033472803347276,23.033472803347276
279,23,2.48,0.62,4.44,85,3.45,41.0,Low,LinkedIn,11.884057971014492,11.884057971014492
280,31,2.9,4.08,8.47,106,9.95,64.31,Low,Instagram,6.463316582914573,6.463316582914573
281,29,4.93,1.22,4.73,1,5.33,63.03,Low,Instagram,11.825515947467167,11.825515947467167
282,27,4.2,1.96,7.91,71,3.36,98.75,Low,YouTube,29.389880952380953,29.389880952380953
283,38,7.76,6.85,4.72,6,6.54,71.06,High,Snapchat,10.865443425076453,10.865443425076453
284,30,10.93,4.78,8.64,37,4.92,31.35,High,Twitter,6.371951219512195,6.371951219512195
285,43,11.59,5.25,8.49,47,8.72,19.56,Medium,LinkedIn,2.2431192660550456,2.2431192660550456
286,49,8.19,1.91,3.26,84,1.07,79.48,Low,Snapchat,74.2803738317757,74.2803738317757
287,17,10.22,6.71,7.62,106,9.97,18.8,High,Instagram,1.8856569709127382,1.8856569709127382
288,47,6.78,7.01,4.02,85,1.6,63.12,High,Snapchat,39.449999999999996,39.449999999999996
289,38,3.29,4.42,4.29,98,5.83,14.1,Medium,YouTube,2.41852487135506,2.41852487135506
290,37,6.77,7.34,5.76,81,7.28,72.15,Medium,YouTube,9.910714285714286,9.910714285714286
291,40,7.11,6.84,6.46,72,5.95,78.51,Medium,Instagram,13.194957983193278,13.194957983193278
292,37,9.17,5.98,4.95,112,3.71,99.06,High,Instagram,26.70080862533693,26.70080862533693
293,37,3.42,6.01,6.45,1,8.7,95.47,Low,Twitter,10.973563218390805,10.973563218390805
294,21,5.05,1.29,4.02,41,4.87,71.67,Medium,LinkedIn,14.716632443531827,14.716632443531827
295,30,5.0,2.53,3.13,41,3.71,28.48,High,LinkedIn,7.676549865229111,7.676549865229111
296,48,11.55,1,6.43,80,7.92,5.33,Medium,Snapchat,0.672979797979798,0.672979797979798
297,23,5.88,0.57,6.1,103,2.31,55.97,Low,LinkedIn,24.229437229437227,24.229437229437227
298,20,9.31,1.69,7.14,19,2.85,76.83,Medium,Instagram,26.957894736842103,26.957894736842103
299,19,9.26,7.1,6.9,5,3.27,2.05,High,Snapchat,0.6269113149847094,0.6269113149847094
300,21,3.92,2.3,8.38,10,4.91,52.96,High,LinkedIn,10.786150712830958,10.786150712830958
301,47,7.29,7.78,5.76,68,1.18,88.41,Medium,Twitter,74.92372881355932,74.92372881355932
302,45,10.84,4.98,3.05,119,9.93,64.08,Medium,Instagram,6.453172205438067,6.453172205438067
303,31,6.23,2.28,6.78,73,6.4,68.69,Low,Instagram,10.7328125,10.7328125
304,28,11.4,4.23,7.05,86,9.74,47.96,Medium,LinkedIn,4.924024640657084,4.924024640657084
305,45,3.36,2.14,6.13,96,8.27,94.37,Medium,Twitter,11.41112454655381,11.41112454655381
306,34,1.82,7.88,7.14,39,2.21,38.09,Low,Twitter,17.23529411764706,17.23529411764706
307,32,10.81,6.85,4.94,35,2.88,38.53,Low,YouTube,13.378472222222223,13.378472222222223
308,34,10.32,0.7,3.89,102,1.31,52.26,Low,Instagram,39.89312977099236,39.89312977099236
309,43,11.92,7.61,6.99,50,8.5,59.01,Low,Instagram,6.942352941176471,6.942352941176471
310,41,8.47,5.91,4.47,46,6.34,54.21,High,LinkedIn,8.550473186119874,8.550473186119874
311,41,11.3,1.12,5.74,97,2.94,82.04,Medium,LinkedIn,27.90476190476191,27.90476190476191
312,38,10.1,5.53,5.95,16,9.73,83.62,High,Twitter,8.59403905447071,8.59403905447071
313,24,10.29,5.35,5.86,25,7.63,14.03,Medium,Instagram,1.838794233289646,1.838794233289646
314,27,7.26,2.14,6.59,52,7.35,60.02,High,LinkedIn,8.165986394557825,8.165986394557825
315,16,5.21,6.19,3.18,47,3.4,98.41,High,Twitter,28.944117647058825,28.944117647058825
316,16,11.28,1.15,8.94,26,3.82,60.37,Medium,Instagram,15.803664921465968,15.803664921465968
317,49,5.75,4.17,7.3,45,7.01,69.13,High,YouTube,9.861626248216833,9.861626248216833
318,47,6.93,0.57,5.55,66,6.34,86.28,Low,Instagram,13.608832807570979,13.608832807570979
319,40,5.91,7.77,4.15,18,6.83,86.79,High,YouTube,12.707174231332358,12.707174231332358
320,16,7.21,6.14,3.48,71,8.91,2.7,High,Instagram,0.30303030303030304,0.30303030303030304
321,31,6.18,1.69,7.03,80,2.44,24.7,Medium,Twitter,10.12295081967213,10.12295081967213
322,20,1.53,3.06,4.9,113,2.05,86.42,High,Instagram,42.15609756097562,42.15609756097562
323,37,10.7,1.7,4.38,64,6.08,67.04,High,LinkedIn,11.026315789473685,11.026315789473685
324,44,5.89,6.25,5.28,70,5.5,63.54,High,Twitter,11.552727272727273,11.552727272727273
325,18,7.48,0.94,6.56,35,4.63,86.13,High,YouTube,18.602591792656586,18.602591792656586
326,27,2.53,6.8,7.03,66,9.14,80.85,High,Instagram,8.84573304157549,8.84573304157549
327,41,1.04,7.57,6.87,82,6.03,75.38,Medium,YouTube,12.50082918739635,12.50082918739635
328,31,3.7,5.57,8.18,41,6.11,5.69,Low,LinkedIn,0.9312602291325696,0.9312602291325696
329,37,8.75,2.1,4.31,90,4.3,78.38,Low,Twitter,18.227906976744187,18.227906976744187
330,44,2.09,3.2,6.82,66,4.1,20.86,Medium,YouTube,5.087804878048781,5.087804878048781
331,29,11.0,4.08,3.61,97,9.89,3.57,High,Snapchat,0.36097067745197164,0.36097067745197164
332,43,3.37,5.03,6.29,68,6.61,49.7,High,Instagram,7.518910741301059,7.518910741301059
333,20,3.25,5.51,6.5,48,8.43,94.29,Medium,YouTube,11.18505338078292,11.18505338078292
334,45,3.0,4.66,4.3,36,5.03,88.76,Low,Snapchat,17.646123260437374,17.646123260437374
335,20,1.15,3.13,5.35,45,2.73,98.22,High,Snapchat,35.97802197802198,35.97802197802198
336,27,9.49,7.18,7.96,79,3.92,25.41,Medium,LinkedIn,6.482142857142858,6.482142857142858
337,31,10.63,1.11,3.89,55,4.12,69.84,High,YouTube,16.95145631067961,16.95145631067961
338,41,7.76,4,5.61,118,6.08,6.53,Low,LinkedIn,1.074013157894737,1.074013157894737
339,41,3.07,6.32,8.6,62,2.39,80.54,High,Instagram,33.69874476987448,33.69874476987448
340,36,4.14,0.96,6.02,77,4.48,52.85,Low,Twitter,11.796875,11.796875
341,48,6.24,5.79,7.35,29,1.91,99.63,High,Snapchat,52.16230366492147,52.16230366492147
342,45,11.5,6.65,7.96,95,5.47,24.76,Medium,YouTube,4.526508226691043,4.526508226691043
343,38,3.72,5.46,4.22,62,9.53,78.68,Low,Instagram,8.256033578174188,8.256033578174188
344,25,9.05,0.6,4.31,114,4.05,17.92,High,YouTube,4.424691358024692,4.424691358024692
345,20,5.83,1.85,7.55,108,1.45,29.43,Low,Snapchat,20.29655172413793,20.29655172413793
346,49,4.28,3.07,7.52,75,6.48,30.26,Medium,Twitter,4.669753086419753,4.669753086419753
347,46,6.02,2.25,3.36,90,6.71,58.21,High,Instagram,8.675111773472429,8.675111773472429
348,25,1.78,7.72,4.93,25,5.32,37.15,Medium,Snapchat,6.983082706766917,6.983082706766917
349,34,9.79,5.39,5.39,111,4.57,44.43,Low,Instagram,9.722100656455142,9.722100656455142
350,47,3.68,2.73,7.97,92,9.03,52.66,High,YouTube,5.831672203765227,5.831672203765227
351,16,8.98,7.47,5.53,22,9.45,6.57,Medium,Snapchat,0.6952380952380953,0.6952380952380953
352,20,1.75,6.05,8.56,112,7.06,66.87,Low,Snapchat,9.471671388101985,9.471671388101985
353,19,11.51,2.63,8.98,85,5.51,65.28,High,Snapchat,11.8475499092559,11.8475499092559
354,31,3.12,3.34,7.68,19,1.61,96.52,Medium,Twitter,59.950310559006205,59.950310559006205
355,39,10.71,2,7.0,101,3.71,14.21,Low,Snapchat,3.8301886792452833,3.8301886792452833
356,31,9.9,7.78,5.35,45,3.57,4.07,High,Instagram,1.1400560224089638,1.1400560224089638
357,17,11.65,4.38,3.4,79,1.52,14.19,Medium,Snapchat,9.335526315789473,9.335526315789473
358,43,6.26,7.22,6.44,30,8.59,42.82,High,Twitter,4.984866123399302,4.984866123399302
359,47,9.0,3.1,5.17,66,8.8,22.18,High,Twitter,2.520454545454545,2.520454545454545
360,42,5.08,6.96,5.11,20,9.21,22.42,Medium,YouTube,2.4343105320304015,2.4343105320304015
361,35,3.03,0.9,7.13,50,7.68,87.07,High,Instagram,11.337239583333332,11.337239583333332
362,39,5.87,7.87,5.78,38,7.39,33.06,Medium,LinkedIn,4.473612990527741,4.473612990527741
363,27,2.82,7.34,7.51,62,5.3,42.26,High,Instagram,7.973584905660378,7.973584905660378
364,48,11.8,3.22,5.39,68,8.72,68.73,Low,LinkedIn,7.881880733944954,7.881880733944954
365,48,2.06,6.31,3.91,19,5.59,34.65,Medium,Instagram,6.198568872987478,6.198568872987478
366,27,7.48,6.14,5.77,118,1.27,55.88,Medium,Snapchat,44.0,44.0
367,18,7.89,7.26,8.71,22,6.26,52.76,Low,LinkedIn,8.428115015974441,8.428115015974441
368,16,6.92,2.8,7.81,95,4.51,26.89,Medium,Instagram,5.962305986696231,5.962305986696231
369,48,8.28,3.99,4.23,41,5.69,71.99,High,YouTube,12.65202108963093,12.65202108963093
370,25,2.28,6.99,5.35,72,4.97,83.58,Medium,Twitter,16.816901408450704,16.816901408450704
371,44,7.11,6.34,8.57,2,5.47,78.56,High,Instagram,14.361974405850093,14.361974405850093
372,28,4.16,3.45,3.74,26,1.98,40.13,High,Instagram,20.267676767676768,20.267676767676768
373,27,11.34,6.84,4.52,90,1.13,93.36,Medium,Twitter,82.61946902654869,82.61946902654869
374,46,9.38,0.85,4.57,73,4.06,90.0,Medium,LinkedIn,22.167487684729068,22.167487684729068
375,17,11.7,6.37,6.43,79,3.29,27.42,Medium,LinkedIn,8.33434650455927,8.33434650455927
376,38,1.41,2.05,5.46,23,3.25,13.27,Low,Snapchat,4.083076923076923,4.083076923076923
377,32,4.14,2.65,3.48,86,9.43,89.49,Medium,Snapchat,9.489925768822905,9.489925768822905
378,41,3.15,4.2,6.78,8,8.37,74.74,Medium,Snapchat,8.929510155316606,8.929510155316606
379,23,1.12,3.87,3.59,1,1.12,31.79,High,YouTube,28.38392857142857,28.38392857142857
380,44,3.67,4.4,6.64,5,1.08,31.18,Medium,Twitter,28.870370370370367,28.870370370370367
381,41,8.47,4.59,6.04,100,7.99,32.89,Low,LinkedIn,4.11639549436796,4.11639549436796
382,25,3.54,2.99,5.96,98,9.86,86.27,High,YouTube,8.74949290060852,8.74949290060852
383,41,6.6,1.81,3.4,70,5.19,24.78,High,Snapchat,4.774566473988439,4.774566473988439
384,49,10.77,6.26,6.84,78,4.9,65.46,Medium,Twitter,13.359183673469385,13.359183673469385
385,22,8.63,3.5,5.59,20,3.48,83.61,High,Snapchat,24.025862068965516,24.025862068965516
386,19,5.34,4.29,5.47,101,7.0,39.35,High,Instagram,5.621428571428572,5.621428571428572
387,26,5.1,5.34,6.58,99,5.24,7.09,Medium,Snapchat,1.3530534351145038,1.3530534351145038
388,44,6.01,7.32,6.64,86,2.51,76.13,Medium,Twitter,30.330677290836654,30.330677290836654
389,40,2.95,5.81,3.09,28,5.33,2.97,Low,LinkedIn,0.5572232645403378,0.5572232645403378
390,36,7.97,0.84,3.75,12,4.39,83.26,Low,Twitter,18.96583143507973,18.96583143507973
391,25,5.01,6.79,4.42,118,9.01,36.73,Medium,LinkedIn,4.076581576026637,4.076581576026637
392,24,10.38,7.92,7.07,68,7.94,80.33,High,Twitter,10.11712846347607,10.11712846347607
393,39,9.32,4.04,6.46,110,7.31,54.99,Low,Twitter,7.522571819425445,7.522571819425445
394,33,7.72,7.77,7.55,102,3.94,36.56,Low,LinkedIn,9.279187817258883,9.279187817258883
395,47,5.01,4.6,7.44,102,2.26,90.03,Medium,Instagram,39.83628318584071,39.83628318584071
396,39,3.31,3.95,8.12,41,8.78,76.94,High,Twitter,8.763097949886106,8.763097949886106
397,38,9.54,2.99,5.26,108,4.08,8.99,Low,Twitter,2.2034313725490198,2.2034313725490198
398,47,6.35,5.43,5.07,119,6.34,93.13,Medium,YouTube,14.689274447949526,14.689274447949526
399,27,3.47,2.22,7.99,106,6.32,47.23,Medium,Snapchat,7.473101265822784,7.473101265822784
400,28,3.15,1.29,4.43,0,9.35,15.75,High,YouTube,1.6844919786096257,1.6844919786096257
401,38,2.82,0.7,5.77,19,2.55,77.35,Medium,Twitter,30.333333333333332,30.333333333333332
402,40,9.55,2.69,4.17,42,7.94,52.24,Medium,Twitter,6.579345088161209,6.579345088161209
403,45,3.52,3.47,8.48,0,5.16,67.6,Medium,Twitter,13.100775193798448,13.100775193798448
404,32,6.79,4.64,5.45,98,2.57,69.71,Low,Instagram,27.124513618677042,27.124513618677042
405,35,5.97,2.7,4.27,39,8.52,20.52,High,YouTube,2.408450704225352,2.408450704225352
406,40,7.38,7.88,7.15,108,8.38,97.12,Medium,Snapchat,11.589498806682577,11.589498806682577
407,37,10.65,2.69,4.47,6,1.36,11.45,Medium,Instagram,8.419117647058822,8.419117647058822
408,28,10.55,3.81,8.66,34,7.38,60.97,High,LinkedIn,8.261517615176151,8.261517615176151
409,34,5.96,1.27,5.21,51,2.38,15.49,Low,Twitter,6.508403361344538,6.508403361344538
410,27,1.17,2.45,6.99,33,6.49,87.85,High,Instagram,13.536209553158704,13.536209553158704
411,34,5.69,0.86,5.07,49,6.79,18.15,Low,LinkedIn,2.6730486008836523,2.6730486008836523
412,27,7.67,4.7,7.84,68,6.99,44.66,Medium,Twitter,6.389127324749642,6.389127324749642
413,24,7.14,6.13,8.38,28,2.08,9.6,High,Instagram,4.615384615384615,4.615384615384615
414,22,8.16,1.97,7.73,113,6.38,45.36,Low,Twitter,7.109717868338558,7.109717868338558
415,43,2.69,3.26,8.09,111,1.9,1.4,High,YouTube,0.7368421052631579,0.7368421052631579
416,29,8.11,0.62,3.61,90,7.71,44.9,Medium,Twitter,5.823605706874189,5.823605706874189
417,46,3.01,6.8,8.54,70,1.57,69.1,Low,Snapchat,44.01273885350318,44.01273885350318
418,34,9.26,6.35,6.75,0,7.82,19.1,Medium,Snapchat,2.442455242966752,2.442455242966752
419,31,4.73,0.97,8.22,72,8.95,55.75,High,Twitter,6.229050279329609,6.229050279329609
420,20,8.81,3.24,7.11,110,3.69,47.96,Medium,Instagram,12.997289972899729,12.997289972899729
421,27,1.53,7.66,4.21,57,8.0,34.16,High,LinkedIn,4.27,4.27
422,40,5.49,3.44,6.66,64,4.76,67.41,High,LinkedIn,14.161764705882353,14.161764705882353
423,36,8.76,4.45,3.55,90,8.18,99.52,Medium,Snapchat,12.166259168704157,12.166259168704157
424,38,3.5,3.16,7.17,16,7.18,93.84,Low,Snapchat,13.069637883008358,13.069637883008358
425,31,9.75,4.97,5.45,61,3.6,97.04,High,Instagram,26.955555555555556,26.955555555555556
426,29,7.94,7.84,3.91,95,2.74,3.0,High,YouTube,1.094890510948905,1.094890510948905
427,46,7.46,7.98,8.88,104,9.23,26.38,Low,Snapchat,2.8580715059588297,2.8580715059588297
428,20,4.89,6.31,8.41,118,8.55,92.35,Low,Snapchat,10.801169590643273,10.801169590643273
429,38,6.31,3.53,8.36,93,6.94,5.78,Low,Twitter,0.8328530259365994,0.8328530259365994
430,44,7.57,4.21,7.73,78,4.14,37.12,Medium,YouTube,8.966183574879228,8.966183574879228
431,26,6.2,3.18,7.15,41,5.59,65.57,Low,YouTube,11.729874776386403,11.729874776386403
432,33,8.68,7.89,6.93,27,6.02,98.32,High,Snapchat,16.33222591362126,16.33222591362126
433,27,5.77,5.81,3.64,115,1.77,28.3,High,Twitter,15.98870056497175,15.98870056497175
434,24,3.23,3.87,8.4,2,9.75,76.65,Medium,Instagram,7.861538461538462,7.861538461538462
435,25,3.35,0.59,8.29,91,1.83,66.38,Medium,LinkedIn,36.27322404371584,36.27322404371584
436,32,1.06,4.4,7.49,4,7.5,61.73,High,Snapchat,8.230666666666666,8.230666666666666
437,22,4.31,7.88,8.56,65,5.44,74.55,High,LinkedIn,13.704044117647058,13.704044117647058
438,28,9.24,4.42,6.32,53,7.84,26.14,High,LinkedIn,3.3341836734693877,3.3341836734693877
439,24,9.74,1.87,5.69,37,3.35,34.53,Medium,LinkedIn,10.307462686567165,10.307462686567165
440,42,3.23,0.67,8.81,79,4.56,56.49,High,Snapchat,12.388157894736844,12.388157894736844
441,17,11.55,3.16,5.78,43,5.73,44.46,High,Instagram,7.759162303664921,7.759162303664921
442,20,6.53,7.39,6.85,80,2.09,72.48,Medium,YouTube,34.67942583732058,34.67942583732058
443,44,11.09,7.97,5.24,75,8.67,80.26,High,Twitter,9.257208765859286,9.257208765859286
444,34,8.77,7.59,6.82,89,9.92,53.27,High,YouTube,5.369959677419355,5.369959677419355
445,23,8.95,5.97,7.32,56,4.76,40.0,Low,Twitter,8.403361344537815,8.403361344537815
446,16,1.94,4.69,6.75,112,4.39,91.27,High,YouTube,20.790432801822323,20.790432801822323
447,37,3.42,4.93,6.09,117,6.35,75.24,Low,Snapchat,11.848818897637795,11.848818897637795
448,32,1.1,4.54,4.8,70,7.2,67.65,Medium,Snapchat,9.395833333333334,9.395833333333334
449,22,8.88,5.8,6.86,23,8.82,6.67,Medium,LinkedIn,0.756235827664399,0.756235827664399
450,40,4.79,3.64,8.45,79,4.36,53.26,Low,Twitter,12.215596330275227,12.215596330275227
451,19,9.65,5.52,3.04,81,7.88,13.03,High,Instagram,1.6535532994923858,1.6535532994923858
452,21,4.73,1.41,3.8,58,3.16,66.39,Low,Snapchat,21.009493670886076,21.009493670886076
453,46,10.01,2.49,3.72,7,7.12,30.66,Medium,Twitter,4.306179775280899,4.306179775280899
454,34,2.44,6.77,8.54,90,5.2,74.11,High,Snapchat,14.251923076923076,14.251923076923076
455,42,2.91,7.28,6.98,89,6.96,78.04,High,Instagram,11.212643678160921,11.212643678160921
456,25,4.75,4.54,8.71,94,4.42,30.74,Medium,Twitter,6.95475113122172,6.95475113122172
457,41,5.49,0.74,6.5,81,3.65,97.65,Low,LinkedIn,26.75342465753425,26.75342465753425
458,34,4.84,7.45,5.77,1,5.37,52.15,Low,Twitter,9.711359404096834,9.711359404096834
459,18,9.4,5.77,7.75,40,9.06,22.57,Medium,Instagram,2.4911699779249448,2.4911699779249448
460,28,2.07,3.61,3.97,86,7.07,77.74,High,LinkedIn,10.995756718528995,10.995756718528995
461,43,4.86,4.99,5.29,55,6.5,76.31,Medium,Snapchat,11.74,11.74
462,35,10.21,3.72,5.8,47,7.48,41.98,High,LinkedIn,5.612299465240641,5.612299465240641
463,43,1.73,3.99,4.79,112,7.56,66.2,Low,Snapchat,8.756613756613758,8.756613756613758
464,23,11.37,7.15,5.23,105,3.65,3.15,Low,Instagram,0.863013698630137,0.863013698630137
465,16,11.85,1.71,3.47,21,3.09,29.83,Low,YouTube,9.653721682847896,9.653721682847896
466,18,1.97,1.28,4.19,96,5.58,88.27,Low,YouTube,15.818996415770608,15.818996415770608
467,28,4.2,0.52,5.01,116,2.33,23.98,Medium,Instagram,10.291845493562231,10.291845493562231
468,43,5.1,2.86,7.78,17,5.27,90.65,Low,Snapchat,17.2011385199241,17.2011385199241
469,40,9.54,1.61,4.09,78,7.24,58.41,Medium,LinkedIn,8.067679558011049,8.067679558011049
470,48,7.56,2.15,5.08,40,1.07,90.39,Medium,Snapchat,84.47663551401868,84.47663551401868
471,21,8.09,0.58,3.39,66,2.0,13.96,Medium,YouTube,6.98,6.98
472,47,9.33,2.2,6.34,47,9.66,46.93,High,LinkedIn,4.858178053830228,4.858178053830228
473,36,2.3,3,6.67,22,9.35,30.35,Low,Twitter,3.2459893048128343,3.2459893048128343
474,31,10.17,0.74,8.19,110,4.76,88.81,High,YouTube,18.657563025210084,18.657563025210084
475,36,8.76,5.06,7.91,1,6.31,34.81,High,Instagram,5.516640253565769,5.516640253565769
476,26,7.35,4.77,4.71,105,2.4,59.26,Medium,LinkedIn,24.691666666666666,24.691666666666666
477,34,10.79,1.23,3.82,3,3.98,82.94,Low,Snapchat,20.839195979899497,20.839195979899497
478,35,8.7,4.96,3.94,25,8.14,23.67,Medium,Twitter,2.907862407862408,2.907862407862408
479,33,3.22,7.99,8.81,18,8.7,5.53,Low,YouTube,0.6356321839080461,0.6356321839080461
480,29,5.73,7.58,7.04,48,4.65,49.92,High,LinkedIn,10.735483870967741,10.735483870967741
481,30,6.43,0.52,3.26,73,3.8,68.68,High,YouTube,18.07368421052632,18.07368421052632
482,46,1.61,6.47,3.82,85,7.14,72.21,Medium,Instagram,10.11344537815126,10.11344537815126
483,16,11.5,3.15,5.91,52,7.46,42.3,Low,YouTube,5.670241286863271,5.670241286863271
484,18,2.41,0.98,4.25,5,9.85,8.78,Medium,Snapchat,0.8913705583756345,0.8913705583756345
485,31,8.67,2.72,7.82,61,7.28,40.91,Medium,Snapchat,5.619505494505494,5.619505494505494
486,38,6.57,2.91,6.44,0,3.16,13.08,High,Instagram,4.139240506329114,4.139240506329114
487,26,1.28,4.42,6.68,106,1.54,8.15,Medium,Instagram,5.292207792207792,5.292207792207792
488,27,11.17,5.46,5.78,15,3.32,31.04,Medium,Twitter,9.349397590361447,9.349397590361447
489,25,10.37,6.12,4.54,119,3.04,77.94,Low,LinkedIn,25.638157894736842,25.638157894736842
490,47,6.77,2.34,6.54,51,1.84,77.07,Low,YouTube,41.885869565217384,41.885869565217384
491,31,3.52,2.91,7.3,6,5.0,61.2,Low,Instagram,12.24,12.24
492,23,2.34,2.81,5.23,87,3.59,82.8,Medium,LinkedIn,23.064066852367688,23.064066852367688
493,27,5.0,3.22,6.03,34,9.33,50.58,Low,Instagram,5.421221864951768,5.421221864951768
494,39,3.81,8,8.04,77,4.64,25.1,Medium,Instagram,5.40948275862069,5.40948275862069
495,43,6.57,6.33,3.89,67,8.89,57.43,Low,Twitter,6.460067491563554,6.460067491563554
496,23,11.63,7.81,6.27,104,3.76,92.4,Low,Snapchat,24.574468085106385,24.574468085106385
497,43,7.32,5.7,5.09,14,8.48,4.58,Low,LinkedIn,0.5400943396226415,0.5400943396226415
498,41,10.79,3.55,7.22,107,5.09,96.52,Medium,Twitter,18.962671905697444,18.962671905697444
499,23,8.16,3.42,3.11,56,1.29,74.69,High,Snapchat,57.899224806201545,57.899224806201545
500,43,6.23,4.16,7.02,111,5.38,68.94,High,Instagram,12.814126394052044,12.814126394052044
501,43,10.4,3.63,3.62,22,3.04,61.77,Medium,Twitter,20.31907894736842,20.31907894736842
502,42,6.19,6.71,3.39,82,3.77,26.52,Medium,Snapchat,7.0344827586206895,7.0344827586206895
503,32,10.55,3.99,7.35,77,7.16,88.69,High,Snapchat,12.386871508379887,12.386871508379887
504,24,4.21,2.72,6.84,90,5.77,97.17,Medium,Twitter,16.840554592720974,16.840554592720974
505,48,2.42,6.31,8.37,99,9.0,92.49,Low,YouTube,10.276666666666666,10.276666666666666
506,35,10.41,6.91,6.12,118,9.42,11.77,High,Twitter,1.2494692144373674,1.2494692144373674
507,28,7.46,3.65,6.18,101,7.22,73.91,Medium,Instagram,10.236842105263158,10.236842105263158
508,43,10.78,5.51,7.24,85,8.77,56.11,Medium,YouTube,6.397947548460661,6.397947548460661
509,44,11.32,0.94,4.94,10,2.76,79.05,High,Twitter,28.64130434782609,28.64130434782609
510,28,1.59,4.47,3.22,3,1.71,35.88,Medium,Snapchat,20.98245614035088,20.98245614035088
511,21,6.51,0.84,4.38,57,4.0,95.74,High,LinkedIn,23.935,23.935
512,33,5.12,0.72,4.43,95,3.93,31.95,Medium,Twitter,8.129770992366412,8.129770992366412
513,20,7.88,5.1,5.01,39,6.99,74.06,Medium,Snapchat,10.59513590844063,10.59513590844063
514,40,9.73,2.78,8.66,104,8.56,50.88,High,Twitter,5.94392523364486,5.94392523364486
515,17,4.09,6.07,7.83,57,3.67,62.07,High,Instagram,16.912806539509535,16.912806539509535
516,25,7.12,7.22,8.62,118,4.82,12.45,Low,Instagram,2.5829875518672196,2.5829875518672196
517,45,8.8,1.55,8.99,87,1.94,61.47,Medium,Snapchat,31.685567010309278,31.685567010309278
518,20,2.48,5.93,5.6,97,4.71,56.79,Medium,Snapchat,12.05732484076433,12.05732484076433
519,48,9.95,4.36,4.36,115,2.93,72.17,High,YouTube,24.631399317406142,24.631399317406142
520,16,7.67,1.34,6.36,66,4.44,29.48,Low,Instagram,6.639639639639639,6.639639639639639
521,33,11.44,5.39,8.29,37,3.4,83.4,High,LinkedIn,24.529411764705884,24.529411764705884
522,47,4.73,5.07,5.79,1,8.28,94.58,Medium,Instagram,11.422705314009663,11.422705314009663
